Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sun Nov 19 2017,3:30p,Washington Wizards,91,Toronto Raptors,100,Box Score,,19800,Air Canada Centre,
Sun Nov 19 2017,5:00p,Indiana Pacers,120,Miami Heat,95,Box Score,,19600,AmericanAirlines Arena,
Sun Nov 19 2017,6:00p,Golden State Warriors,118,Brooklyn Nets,111,Box Score,,17732,Barclays Center,
Sun Nov 19 2017,7:00p,Detroit Pistons,100,Minnesota Timberwolves,97,Box Score,,16069,Target Center,
Sun Nov 19 2017,8:00p,Chicago Bulls,105,Phoenix Suns,113,Box Score,,16264,Talking Stick Resort Arena,
Sun Nov 19 2017,9:30p,Denver Nuggets,109,Los Angeles Lakers,127,Box Score,,18997,STAPLES Center,
Mon Nov 20 2017,7:00p,Minnesota Timberwolves,102,Charlotte Hornets,118,Box Score,,15978,Spectrum Center,
Mon Nov 20 2017,7:00p,Cleveland Cavaliers,116,Detroit Pistons,88,Box Score,,20491,Little Caesars Arena,
Mon Nov 20 2017,7:00p,Indiana Pacers,105,Orlando Magic,97,Box Score,,17239,Amway Center,
Mon Nov 20 2017,7:00p,Utah Jazz,86,Philadelphia 76ers,107,Box Score,,20587,Wells Fargo Center,
Mon Nov 20 2017,7:30p,Los Angeles Clippers,85,New York Knicks,107,Box Score,,18848,Madison Square Garden (IV),
Mon Nov 20 2017,8:00p,Portland Trail Blazers,100,Memphis Grizzlies,92,Box Score,,15785,FedEx Forum,
Mon Nov 20 2017,8:00p,Washington Wizards,99,Milwaukee Bucks,88,Box Score,,16122,BMO Harris Bradley Center,
Mon Nov 20 2017,8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,114,Box Score,,16765,Smoothie King Center,
Mon Nov 20 2017,8:30p,Boston Celtics,110,Dallas Mavericks,102,Box Score,OT,20302,American Airlines Center,
Mon Nov 20 2017,8:30p,Atlanta Hawks,85,San Antonio Spurs,96,Box Score,,18418,AT&T Center,
Mon Nov 20 2017,10:00p,Denver Nuggets,114,Sacramento Kings,98,Box Score,,17583,Golden 1 Center,
Tue Nov 21 2017,10:30p,Chicago Bulls,94,Los Angeles Lakers,103,Box Score,,18997,STAPLES Center,
Wed Nov 22 2017,7:00p,Washington Wizards,124,Charlotte Hornets,129,Box Score,OT,16041,Spectrum Center,
Wed Nov 22 2017,7:00p,Brooklyn Nets,109,Cleveland Cavaliers,119,Box Score,,20562,Quicken Loans Arena,
Wed Nov 22 2017,7:00p,Portland Trail Blazers,81,Philadelphia 76ers,101,Box Score,,20605,Wells Fargo Center,
Wed Nov 22 2017,7:30p,Los Angeles Clippers,116,Atlanta Hawks,103,Box Score,,12675,Philips Arena,
Wed Nov 22 2017,7:30p,Boston Celtics,98,Miami Heat,104,Box Score,,19704,AmericanAirlines Arena,
Wed Nov 22 2017,7:30p,Toronto Raptors,100,New York Knicks,108,Box Score,,19812,Madison Square Garden (IV),
Wed Nov 22 2017,8:00p,Denver Nuggets,95,Houston Rockets,125,Box Score,,18055,Toyota Center,
Wed Nov 22 2017,8:00p,Dallas Mavericks,95,Memphis Grizzlies,94,Box Score,,16101,FedEx Forum,
Wed Nov 22 2017,8:00p,Orlando Magic,118,Minnesota Timberwolves,124,Box Score,,16402,Target Center,
Wed Nov 22 2017,8:00p,San Antonio Spurs,90,New Orleans Pelicans,107,Box Score,,17539,Smoothie King Center,
Wed Nov 22 2017,8:00p,Golden State Warriors,91,Oklahoma City Thunder,108,Box Score,,18203,Chesapeake Energy Arena,
Wed Nov 22 2017,9:00p,Milwaukee Bucks,113,Phoenix Suns,107,Box Score,OT,16270,Talking Stick Resort Arena,
Wed Nov 22 2017,9:00p,Chicago Bulls,80,Utah Jazz,110,Box Score,,17434,Vivint Smart Home Arena,
Wed Nov 22 2017,10:30p,Los Angeles Lakers,102,Sacramento Kings,113,Box Score,,17583,Golden 1 Center,
Fri Nov 24 2017,12:00p,Portland Trail Blazers,127,Brooklyn Nets,125,Box Score,,15246,Barclays Center,
Fri Nov 24 2017,7:30p,New York Knicks,104,Atlanta Hawks,116,Box Score,,14355,Philips Arena,
Fri Nov 24 2017,7:30p,Orlando Magic,103,Boston Celtics,118,Box Score,,18624,TD Garden,
Fri Nov 24 2017,8:00p,Charlotte Hornets,99,Cleveland Cavaliers,100,Box Score,,20562,Quicken Loans Arena,
Fri Nov 24 2017,8:00p,Toronto Raptors,104,Indiana Pacers,107,Box Score,,16523,Bankers Life Fieldhouse,
Fri Nov 24 2017,8:00p,Miami Heat,109,Minnesota Timberwolves,97,Box Score,,18978,Target Center,
Fri Nov 24 2017,8:00p,Detroit Pistons,99,Oklahoma City Thunder,98,Box Score,,18203,Chesapeake Energy Arena,
Fri Nov 24 2017,9:00p,Memphis Grizzlies,92,Denver Nuggets,104,Box Score,,16736,Pepsi Center,
Fri Nov 24 2017,9:00p,New Orleans Pelicans,115,Phoenix Suns,91,Box Score,,16574,Talking Stick Resort Arena,
Fri Nov 24 2017,10:30p,Chicago Bulls,94,Golden State Warriors,143,Box Score,,19596,Oracle Arena,
Sat Nov 25 2017,7:00p,San Antonio Spurs,106,Charlotte Hornets,86,Box Score,,18597,Spectrum Center,
Sat Nov 25 2017,7:00p,Orlando Magic,111,Philadelphia 76ers,130,Box Score,,20585,Wells Fargo Center,
Sat Nov 25 2017,7:00p,Portland Trail Blazers,108,Washington Wizards,105,Box Score,,18092,Capital One Arena,
Sat Nov 25 2017,7:30p,Toronto Raptors,112,Atlanta Hawks,78,Box Score,,12278,Philips Arena,
Sat Nov 25 2017,8:00p,New York Knicks,102,Houston Rockets,117,Box Score,,18055,Toyota Center,
Sat Nov 25 2017,8:00p,Boston Celtics,108,Indiana Pacers,98,Box Score,,16303,Bankers Life Fieldhouse,
Sat Nov 25 2017,8:30p,Oklahoma City Thunder,81,Dallas Mavericks,97,Box Score,,20340,American Airlines Center,
Sat Nov 25 2017,8:30p,New Orleans Pelicans,95,Golden State Warriors,110,Box Score,,19596,Oracle Arena,
Sat Nov 25 2017,9:00p,Milwaukee Bucks,108,Utah Jazz,121,Box Score,,17298,Vivint Smart Home Arena,
Sat Nov 25 2017,10:00p,Los Angeles Clippers,97,Sacramento Kings,95,Box Score,,17583,Golden 1 Center,
Sun Nov 26 2017,3:30p,Miami Heat,100,Chicago Bulls,93,Box Score,,20928,United Center,
Sun Nov 26 2017,3:30p,Phoenix Suns,108,Minnesota Timberwolves,119,Box Score,,16448,Target Center,
Sun Nov 26 2017,6:00p,Brooklyn Nets,98,Memphis Grizzlies,88,Box Score,,14889,FedEx Forum,
Mon Nov 27 2017,7:00p,Orlando Magic,109,Indiana Pacers,121,Box Score,,12501,Bankers Life Fieldhouse,
Mon Nov 27 2017,7:00p,Cleveland Cavaliers,113,Philadelphia 76ers,91,Box Score,,20527,Wells Fargo Center,
Mon Nov 27 2017,7:30p,Detroit Pistons,118,Boston Celtics,108,Box Score,,18624,TD Garden,
Mon Nov 27 2017,7:30p,Portland Trail Blazers,103,New York Knicks,91,Box Score,,18409,Madison Square Garden (IV),
Mon Nov 27 2017,8:00p,Brooklyn Nets,103,Houston Rockets,117,Box Score,,16189,Toyota Center,
Mon Nov 27 2017,8:30p,Dallas Mavericks,108,San Antonio Spurs,115,Box Score,,17918,AT&T Center,
Mon Nov 27 2017,10:30p,Sacramento Kings,110,Golden State Warriors,106,Box Score,,19596,Oracle Arena,
Mon Nov 27 2017,10:30p,Los Angeles Lakers,115,Los Angeles Clippers,120,Box Score,,18086,STAPLES Center,
Tue Nov 28 2017,7:00p,Miami Heat,97,Cleveland Cavaliers,108,Box Score,,20562,Quicken Loans Arena,
Tue Nov 28 2017,8:00p,Phoenix Suns,104,Chicago Bulls,99,Box Score,,18324,United Center,
Tue Nov 28 2017,8:00p,Washington Wizards,92,Minnesota Timberwolves,89,Box Score,,13442,Target Center,
Tue Nov 28 2017,10:00p,Milwaukee Bucks,112,Sacramento Kings,87,Box Score,,17583,Golden 1 Center,
Tue Nov 28 2017,10:00p,Denver Nuggets,77,Utah Jazz,106,Box Score,,16790,Vivint Smart Home Arena,
Wed Nov 29 2017,7:00p,Phoenix Suns,107,Detroit Pistons,131,Box Score,,18096,Little Caesars Arena,
Wed Nov 29 2017,7:00p,Oklahoma City Thunder,108,Orlando Magic,121,Box Score,,17797,Amway Center,
Wed Nov 29 2017,7:00p,Washington Wizards,113,Philadelphia 76ers,118,Box Score,,20492,Wells Fargo Center,
Wed Nov 29 2017,7:30p,Miami Heat,86,New York Knicks,115,Box Score,,17693,Madison Square Garden (IV),
Wed Nov 29 2017,7:30p,Charlotte Hornets,113,Toronto Raptors,126,Box Score,,19800,Air Canada Centre,
Wed Nov 29 2017,8:00p,Indiana Pacers,97,Houston Rockets,118,Box Score,,16760,Toyota Center,
Wed Nov 29 2017,8:00p,Minnesota Timberwolves,120,New Orleans Pelicans,102,Box Score,,15555,Smoothie King Center,
Wed Nov 29 2017,8:30p,Brooklyn Nets,109,Dallas Mavericks,104,Box Score,,19327,American Airlines Center,
Wed Nov 29 2017,8:30p,Memphis Grizzlies,95,San Antonio Spurs,104,Box Score,,18013,AT&T Center,
Wed Nov 29 2017,10:30p,Golden State Warriors,127,Los Angeles Lakers,123,Box Score,OT,18997,STAPLES Center,
Thu Nov 30 2017,7:30p,Cleveland Cavaliers,121,Atlanta Hawks,114,Box Score,,16379,Philips Arena,
Thu Nov 30 2017,7:30p,Philadelphia 76ers,97,Boston Celtics,108,Box Score,,18624,TD Garden,
Thu Nov 30 2017,9:00p,Chicago Bulls,110,Denver Nuggets,111,Box Score,,15156,Pepsi Center,
Thu Nov 30 2017,10:00p,Milwaukee Bucks,103,Portland Trail Blazers,91,Box Score,,19459,Moda Center,
Thu Nov 30 2017,10:30p,Utah Jazz,126,Los Angeles Clippers,107,Box Score,,15139,STAPLES Center,
Fri Dec 1 2017,7:00p,Golden State Warriors,133,Orlando Magic,112,Box Score,,18846,Amway Center,
Fri Dec 1 2017,7:00p,Detroit Pistons,91,Washington Wizards,109,Box Score,,17885,Capital One Arena,
Fri Dec 1 2017,7:30p,Indiana Pacers,115,Toronto Raptors,120,Box Score,,19800,Air Canada Centre,
Fri Dec 1 2017,8:00p,Sacramento Kings,107,Chicago Bulls,106,Box Score,,19268,United Center,
Fri Dec 1 2017,8:00p,San Antonio Spurs,95,Memphis Grizzlies,79,Box Score,,16413,FedEx Forum,
Fri Dec 1 2017,8:00p,Charlotte Hornets,100,Miami Heat,105,Box Score,,19600,AmericanAirlines Arena,
Fri Dec 1 2017,8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,111,Box Score,,18203,Chesapeake Energy Arena,
Fri Dec 1 2017,9:00p,New Orleans Pelicans,108,Utah Jazz,114,Box Score,,17725,Vivint Smart Home Arena,
Sat Dec 2 2017,1:00p,Phoenix Suns,111,Boston Celtics,116,Box Score,,18624,TD Garden,
Sat Dec 2 2017,2:00p,Los Angeles Clippers,82,Dallas Mavericks,108,Box Score,,19245,American Airlines Center,
Sat Dec 2 2017,3:00p,Atlanta Hawks,114,Brooklyn Nets,102,Box Score,,13949,Barclays Center,
Sat Dec 2 2017,7:30p,Memphis Grizzlies,111,Cleveland Cavaliers,116,Box Score,,20562,Quicken Loans Arena,
Sat Dec 2 2017,7:30p,Detroit Pistons,103,Philadelphia 76ers,108,Box Score,,20562,Wells Fargo Center,
Sat Dec 2 2017,8:30p,Sacramento Kings,104,Milwaukee Bucks,109,Box Score,,15581,BMO Harris Bradley Center,
Sat Dec 2 2017,9:00p,Los Angeles Lakers,100,Denver Nuggets,115,Box Score,,19520,Pepsi Center,
Sat Dec 2 2017,10:00p,New Orleans Pelicans,123,Portland Trail Blazers,116,Box Score,,18730,Moda Center,
Sun Dec 3 2017,3:30p,Orlando Magic,105,New York Knicks,100,Box Score,,19082,Madison Square Garden (IV),
Sun Dec 3 2017,7:00p,Golden State Warriors,123,Miami Heat,95,Box Score,,19600,AmericanAirlines Arena,
Sun Dec 3 2017,7:00p,Los Angeles Clippers,106,Minnesota Timberwolves,112,Box Score,,13172,Target Center,
Sun Dec 3 2017,7:00p,San Antonio Spurs,87,Oklahoma City Thunder,90,Box Score,,18203,Chesapeake Energy Arena,
Sun Dec 3 2017,9:30p,Houston Rockets,118,Los Angeles Lakers,95,Box Score,,18997,STAPLES Center,
Mon Dec 4 2017,7:00p,Orlando Magic,94,Charlotte Hornets,104,Box Score,,14419,Spectrum Center,
Mon Dec 4 2017,7:00p,New York Knicks,97,Indiana Pacers,115,Box Score,,12018,Bankers Life Fieldhouse,
Mon Dec 4 2017,7:00p,Phoenix Suns,115,Philadelphia 76ers,101,Box Score,,20564,Wells Fargo Center,
Mon Dec 4 2017,7:30p,Brooklyn Nets,110,Atlanta Hawks,90,Box Score,,12056,Philips Arena,
Mon Dec 4 2017,7:30p,Milwaukee Bucks,100,Boston Celtics,111,Box Score,,18624,TD Garden,
Mon Dec 4 2017,8:00p,Cleveland Cavaliers,113,Chicago Bulls,91,Box Score,,21323,United Center,
Mon Dec 4 2017,8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,95,Box Score,,14012,FedEx Forum,
Mon Dec 4 2017,8:00p,Golden State Warriors,125,New Orleans Pelicans,115,Box Score,,17004,Smoothie King Center,
Mon Dec 4 2017,8:30p,Denver Nuggets,105,Dallas Mavericks,122,Box Score,,19419,American Airlines Center,
Mon Dec 4 2017,8:30p,Detroit Pistons,93,San Antonio Spurs,96,Box Score,,18288,AT&T Center,
Mon Dec 4 2017,9:00p,Washington Wizards,69,Utah Jazz,116,Box Score,,17227,Vivint Smart Home Arena,
Tue Dec 5 2017,7:30p,Phoenix Suns,113,Toronto Raptors,126,Box Score,,19800,Air Canada Centre,
Tue Dec 5 2017,8:00p,Utah Jazz,94,Oklahoma City Thunder,100,Box Score,,18203,Chesapeake Energy Arena,
Tue Dec 5 2017,10:00p,Washington Wizards,106,Portland Trail Blazers,92,Box Score,,19241,Moda Center,
Wed Dec 6 2017,7:00p,Sacramento Kings,95,Cleveland Cavaliers,101,Box Score,,20562,Quicken Loans Arena,
Wed Dec 6 2017,7:00p,Chicago Bulls,96,Indiana Pacers,98,Box Score,,13013,Bankers Life Fieldhouse,
Wed Dec 6 2017,7:00p,Atlanta Hawks,106,Orlando Magic,110,Box Score,OT,16167,Amway Center,
Wed Dec 6 2017,7:30p,Dallas Mavericks,90,Boston Celtics,97,Box Score,,18624,TD Garden,
Wed Dec 6 2017,7:30p,Memphis Grizzlies,88,New York Knicks,99,Box Score,,19812,Madison Square Garden (IV),
Wed Dec 6 2017,8:00p,Golden State Warriors,101,Charlotte Hornets,87,Box Score,,19334,Spectrum Center,
Wed Dec 6 2017,8:00p,Detroit Pistons,100,Milwaukee Bucks,104,Box Score,,15841,BMO Harris Bradley Center,
Wed Dec 6 2017,8:00p,Denver Nuggets,114,New Orleans Pelicans,123,Box Score,,15353,Smoothie King Center,
Wed Dec 6 2017,8:30p,Miami Heat,105,San Antonio Spurs,117,Box Score,,18252,AT&T Center,
Wed Dec 6 2017,10:30p,Minnesota Timberwolves,113,Los Angeles Clippers,107,Box Score,,15951,STAPLES Center,
Thu Dec 7 2017,8:00p,Los Angeles Lakers,107,Philadelphia 76ers,104,Box Score,,20495,Wells Fargo Center,
Thu Dec 7 2017,9:00p,Washington Wizards,109,Phoenix Suns,99,Box Score,,15925,Talking Stick Resort Arena,
Thu Dec 7 2017,10:00p,Oklahoma City Thunder,95,Brooklyn Nets,100,Box Score,,20562,Mexico City Arena,at Mexico City Mexico
Thu Dec 7 2017,10:30p,Houston Rockets,112,Utah Jazz,101,Box Score,,18306,Vivint Smart Home Arena,
Fri Dec 8 2017,7:00p,Chicago Bulls,119,Charlotte Hornets,111,Box Score,OT,14077,Spectrum Center,
Fri Dec 8 2017,7:00p,Golden State Warriors,102,Detroit Pistons,98,Box Score,,20491,Little Caesars Arena,
Fri Dec 8 2017,7:00p,Cleveland Cavaliers,102,Indiana Pacers,106,Box Score,,17032,Bankers Life Fieldhouse,
Fri Dec 8 2017,7:00p,Denver Nuggets,103,Orlando Magic,89,Box Score,,16024,Amway Center,
Fri Dec 8 2017,8:00p,Toronto Raptors,116,Memphis Grizzlies,107,Box Score,,15417,FedEx Forum,
Fri Dec 8 2017,8:00p,Dallas Mavericks,102,Milwaukee Bucks,109,Box Score,,15889,BMO Harris Bradley Center,
Fri Dec 8 2017,8:00p,Sacramento Kings,116,New Orleans Pelicans,109,Box Score,OT,15019,Smoothie King Center,
Fri Dec 8 2017,9:30p,Boston Celtics,102,San Antonio Spurs,105,Box Score,,18418,AT&T Center,
Sat Dec 9 2017,3:30p,Washington Wizards,112,Los Angeles Clippers,113,Box Score,,15739,STAPLES Center,
Sat Dec 9 2017,6:00p,Miami Heat,101,Brooklyn Nets,89,Box Score,,19777,Mexico City Arena,at Mexico City Mexico
Sat Dec 9 2017,7:00p,Los Angeles Lakers,110,Charlotte Hornets,99,Box Score,,19320,Spectrum Center,
Sat Dec 9 2017,7:30p,Orlando Magic,110,Atlanta Hawks,117,Box Score,,12719,Philips Arena,
Sat Dec 9 2017,8:00p,New York Knicks,102,Chicago Bulls,104,Box Score,,20149,United Center,
Sat Dec 9 2017,8:00p,Philadelphia 76ers,98,Cleveland Cavaliers,105,Box Score,,20562,Quicken Loans Arena,
Sat Dec 9 2017,8:30p,Utah Jazz,100,Milwaukee Bucks,117,Box Score,,16675,BMO Harris Bradley Center,
Sat Dec 9 2017,9:00p,Oklahoma City Thunder,102,Memphis Grizzlies,101,Box Score,OT,17794,FedEx Forum,
Sat Dec 9 2017,9:00p,San Antonio Spurs,104,Phoenix Suns,101,Box Score,,16575,Talking Stick Resort Arena,
Sat Dec 9 2017,10:00p,Houston Rockets,124,Portland Trail Blazers,117,Box Score,,19503,Moda Center,
Sun Dec 10 2017,3:30p,Toronto Raptors,102,Sacramento Kings,87,Box Score,,17583,Golden 1 Center,
Sun Dec 10 2017,4:00p,Boston Celtics,91,Detroit Pistons,81,Box Score,,18776,Little Caesars Arena,
Sun Dec 10 2017,5:00p,Denver Nuggets,116,Indiana Pacers,126,Box Score,OT,14587,Bankers Life Fieldhouse,
Sun Dec 10 2017,7:00p,Dallas Mavericks,92,Minnesota Timberwolves,97,Box Score,,13094,Target Center,
Sun Dec 10 2017,7:00p,Philadelphia 76ers,124,New Orleans Pelicans,131,Box Score,,16878,Smoothie King Center,
Sun Dec 10 2017,7:30p,Atlanta Hawks,107,New York Knicks,111,Box Score,,19189,Madison Square Garden (IV),
Mon Dec 11 2017,8:00p,Boston Celtics,85,Chicago Bulls,108,Box Score,,19617,United Center,
Mon Dec 11 2017,8:00p,New Orleans Pelicans,123,Houston Rockets,130,Box Score,,18055,Toyota Center,
Mon Dec 11 2017,8:00p,Miami Heat,107,Memphis Grizzlies,82,Box Score,,14857,FedEx Forum,
Mon Dec 11 2017,8:00p,Charlotte Hornets,116,Oklahoma City Thunder,103,Box Score,,18203,Chesapeake Energy Arena,
Mon Dec 11 2017,10:30p,Portland Trail Blazers,104,Golden State Warriors,111,Box Score,,19596,Oracle Arena,
Mon Dec 11 2017,10:30p,Toronto Raptors,91,Los Angeles Clippers,96,Box Score,,16658,STAPLES Center,
Tue Dec 12 2017,7:00p,Atlanta Hawks,114,Cleveland Cavaliers,123,Box Score,,20562,Quicken Loans Arena,
Tue Dec 12 2017,7:00p,Denver Nuggets,103,Detroit Pistons,84,Box Score,,15480,Little Caesars Arena,
Tue Dec 12 2017,7:00p,Los Angeles Lakers,109,New York Knicks,113,Box Score,OT,19359,Madison Square Garden (IV),
Tue Dec 12 2017,7:30p,Washington Wizards,98,Brooklyn Nets,103,Box Score,,14515,Barclays Center,
Tue Dec 12 2017,8:30p,San Antonio Spurs,89,Dallas Mavericks,95,Box Score,,19874,American Airlines Center,
Tue Dec 12 2017,9:30p,Philadelphia 76ers,118,Minnesota Timberwolves,112,Box Score,OT,14659,Target Center,
Tue Dec 12 2017,10:00p,Phoenix Suns,92,Sacramento Kings,99,Box Score,,17583,Golden 1 Center,
Wed Dec 13 2017,7:00p,Oklahoma City Thunder,100,Indiana Pacers,95,Box Score,,17923,Bankers Life Fieldhouse,
Wed Dec 13 2017,7:00p,Los Angeles Clippers,106,Orlando Magic,95,Box Score,,16011,Amway Center,
Wed Dec 13 2017,7:00p,Memphis Grizzlies,87,Washington Wizards,93,Box Score,,15297,Capital One Arena,
Wed Dec 13 2017,7:30p,Denver Nuggets,118,Boston Celtics,124,Box Score,,18624,TD Garden,
Wed Dec 13 2017,7:30p,Portland Trail Blazers,102,Miami Heat,95,Box Score,,19600,AmericanAirlines Arena,
Wed Dec 13 2017,8:00p,Utah Jazz,100,Chicago Bulls,103,Box Score,,18102,United Center,
Wed Dec 13 2017,8:00p,Milwaukee Bucks,108,New Orleans Pelicans,115,Box Score,,16863,Smoothie King Center,
Wed Dec 13 2017,9:00p,Toronto Raptors,115,Phoenix Suns,109,Box Score,,15517,Talking Stick Resort Arena,
Wed Dec 13 2017,9:30p,Charlotte Hornets,96,Houston Rockets,108,Box Score,,16509,Toyota Center,
Thu Dec 14 2017,7:30p,Detroit Pistons,105,Atlanta Hawks,91,Box Score,,13548,Philips Arena,
Thu Dec 14 2017,7:30p,New York Knicks,111,Brooklyn Nets,104,Box Score,,17732,Barclays Center,
Thu Dec 14 2017,8:00p,Los Angeles Lakers,112,Cleveland Cavaliers,121,Box Score,,20562,Quicken Loans Arena,
Thu Dec 14 2017,8:00p,Sacramento Kings,96,Minnesota Timberwolves,119,Box Score,,11126,Target Center,
Thu Dec 14 2017,10:30p,Dallas Mavericks,97,Golden State Warriors,112,Box Score,,19596,Oracle Arena,
Fri Dec 15 2017,7:00p,Miami Heat,104,Charlotte Hornets,98,Box Score,,15565,Spectrum Center,
Fri Dec 15 2017,7:00p,Detroit Pistons,104,Indiana Pacers,98,Box Score,,14687,Bankers Life Fieldhouse,
Fri Dec 15 2017,7:00p,Portland Trail Blazers,95,Orlando Magic,88,Box Score,,16963,Amway Center,
Fri Dec 15 2017,7:00p,Oklahoma City Thunder,119,Philadelphia 76ers,117,Box Score,3OT,20612,Wells Fargo Center,
Fri Dec 15 2017,7:00p,Los Angeles Clippers,91,Washington Wizards,100,Box Score,,15442,Capital One Arena,
Fri Dec 15 2017,7:30p,Utah Jazz,107,Boston Celtics,95,Box Score,,18624,TD Garden,
Fri Dec 15 2017,7:30p,Brooklyn Nets,87,Toronto Raptors,120,Box Score,,19800,Air Canada Centre,
Fri Dec 15 2017,8:00p,Atlanta Hawks,94,Memphis Grizzlies,96,Box Score,,15803,FedEx Forum,
Fri Dec 15 2017,8:00p,Chicago Bulls,115,Milwaukee Bucks,109,Box Score,,16921,BMO Harris Bradley Center,
Fri Dec 15 2017,9:00p,New Orleans Pelicans,111,Denver Nuggets,117,Box Score,OT,17584,Pepsi Center,
Fri Dec 15 2017,9:30p,San Antonio Spurs,109,Houston Rockets,124,Box Score,,18055,Toyota Center,
Sat Dec 16 2017,7:00p,Portland Trail Blazers,93,Charlotte Hornets,91,Box Score,,16687,Spectrum Center,
Sat Dec 16 2017,7:30p,Utah Jazz,100,Cleveland Cavaliers,109,Box Score,,20562,Quicken Loans Arena,
Sat Dec 16 2017,7:30p,Oklahoma City Thunder,96,New York Knicks,111,Box Score,,19812,Madison Square Garden (IV),
Sat Dec 16 2017,8:00p,Milwaukee Bucks,111,Houston Rockets,115,Box Score,,18055,Toyota Center,
Sat Dec 16 2017,8:00p,Los Angeles Clippers,85,Miami Heat,90,Box Score,,19600,AmericanAirlines Arena,
Sat Dec 16 2017,8:00p,Phoenix Suns,108,Minnesota Timberwolves,106,Box Score,,18109,Target Center,
Sat Dec 16 2017,8:30p,Dallas Mavericks,96,San Antonio Spurs,98,Box Score,,18418,AT&T Center,
Sat Dec 16 2017,9:00p,Boston Celtics,102,Memphis Grizzlies,93,Box Score,,17794,FedEx Forum,
Sun Dec 17 2017,3:30p,Sacramento Kings,93,Toronto Raptors,108,Box Score,,19800,Air Canada Centre,
Sun Dec 17 2017,4:00p,Orlando Magic,110,Detroit Pistons,114,Box Score,,16312,Little Caesars Arena,
Sun Dec 17 2017,6:00p,Indiana Pacers,109,Brooklyn Nets,97,Box Score,,13934,Barclays Center,
Sun Dec 17 2017,6:00p,Cleveland Cavaliers,106,Washington Wizards,99,Box Score,,20356,Capital One Arena,
Mon Dec 18 2017,7:00p,New York Knicks,91,Charlotte Hornets,109,Box Score,,15386,Spectrum Center,
Mon Dec 18 2017,7:00p,Boston Celtics,112,Indiana Pacers,111,Box Score,,16055,Bankers Life Fieldhouse,
Mon Dec 18 2017,7:30p,Miami Heat,104,Atlanta Hawks,110,Box Score,,14227,Philips Arena,
Mon Dec 18 2017,8:00p,Philadelphia 76ers,115,Chicago Bulls,117,Box Score,,20796,United Center,
Mon Dec 18 2017,8:00p,Utah Jazz,99,Houston Rockets,120,Box Score,,18055,Toyota Center,
Mon Dec 18 2017,8:00p,Portland Trail Blazers,107,Minnesota Timberwolves,108,Box Score,,14187,Target Center,
Mon Dec 18 2017,8:00p,Denver Nuggets,94,Oklahoma City Thunder,95,Box Score,,18203,Chesapeake Energy Arena,
Mon Dec 18 2017,8:30p,Phoenix Suns,97,Dallas Mavericks,91,Box Score,,19245,American Airlines Center,
Mon Dec 18 2017,8:30p,Los Angeles Clippers,91,San Antonio Spurs,109,Box Score,,18418,AT&T Center,
Mon Dec 18 2017,10:30p,Golden State Warriors,116,Los Angeles Lakers,114,Box Score,OT,18997,STAPLES Center,
Tue Dec 19 2017,7:00p,Sacramento Kings,101,Philadelphia 76ers,95,Box Score,,20558,Wells Fargo Center,
Tue Dec 19 2017,7:00p,New Orleans Pelicans,106,Washington Wizards,116,Box Score,,16529,Capital One Arena,
Tue Dec 19 2017,8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,18717,BMO Harris Bradley Center,
Wed Dec 20 2017,7:00p,Toronto Raptors,129,Charlotte Hornets,111,Box Score,,15023,Spectrum Center,
Wed Dec 20 2017,7:30p,Indiana Pacers,105,Atlanta Hawks,95,Box Score,,14830,Philips Arena,
Wed Dec 20 2017,7:30p,Miami Heat,90,Boston Celtics,89,Box Score,,18624,TD Garden,
Wed Dec 20 2017,7:30p,Sacramento Kings,104,Brooklyn Nets,99,Box Score,,13179,Barclays Center,
Wed Dec 20 2017,8:00p,Orlando Magic,94,Chicago Bulls,112,Box Score,,20285,United Center,
Wed Dec 20 2017,8:00p,Los Angeles Lakers,122,Houston Rockets,116,Box Score,,18055,Toyota Center,
Wed Dec 20 2017,8:00p,Utah Jazz,79,Oklahoma City Thunder,107,Box Score,,18203,Chesapeake Energy Arena,
Wed Dec 20 2017,8:30p,Detroit Pistons,93,Dallas Mavericks,110,Box Score,,19580,American Airlines Center,
Wed Dec 20 2017,9:00p,Minnesota Timberwolves,112,Denver Nuggets,104,Box Score,,17002,Pepsi Center,
Wed Dec 20 2017,10:00p,San Antonio Spurs,93,Portland Trail Blazers,91,Box Score,,19393,Moda Center,
Wed Dec 20 2017,10:30p,Memphis Grizzlies,84,Golden State Warriors,97,Box Score,,19596,Oracle Arena,
Wed Dec 20 2017,10:30p,Phoenix Suns,95,Los Angeles Clippers,108,Box Score,,17151,STAPLES Center,
Thu Dec 21 2017,7:00p,Chicago Bulls,112,Cleveland Cavaliers,115,Box Score,,20562,Quicken Loans Arena,
Thu Dec 21 2017,7:00p,Toronto Raptors,114,Philadelphia 76ers,109,Box Score,,20680,Wells Fargo Center,
Thu Dec 21 2017,8:00p,Boston Celtics,93,New York Knicks,102,Box Score,,19812,Madison Square Garden (IV),
Thu Dec 21 2017,9:00p,Memphis Grizzlies,95,Phoenix Suns,97,Box Score,,16339,Talking Stick Resort Arena,
