Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Mon Jan 25 2021,7:00p,Toronto Raptors,114,Indiana Pacers,129,Box Score,,0,Bankers Life Fieldhouse,
Mon Jan 25 2021,7:00p,Charlotte Hornets,108,Orlando Magic,117,Box Score,,3167,Amway Center,
Mon Jan 25 2021,7:30p,Miami Heat,85,Brooklyn Nets,98,Box Score,,0,Barclays Center,
Mon Jan 25 2021,8:00p,Los Angeles Lakers,115,Cleveland Cavaliers,108,Box Score,,0,Rocket Mortgage Fieldhouse,
Mon Jan 25 2021,8:30p,Denver Nuggets,117,Dallas Mavericks,113,Box Score,,0,American Airlines Center,
Mon Jan 25 2021,9:00p,Boston Celtics,119,Chicago Bulls,103,Box Score,,0,United Center,
Mon Jan 25 2021,10:00p,Minnesota Timberwolves,108,Golden State Warriors,130,Box Score,,0,Chase Center,
Mon Jan 25 2021,10:00p,Oklahoma City Thunder,125,Portland Trail Blazers,122,Box Score,,0,Moda Center,
Tue Jan 26 2021,7:30p,Los Angeles Clippers,99,Atlanta Hawks,108,Box Score,,1180,State Farm Arena,
Tue Jan 26 2021,8:00p,Washington Wizards,88,Houston Rockets,107,Box Score,,2996,Toyota Center,
Tue Jan 26 2021,9:00p,New York Knicks,94,Utah Jazz,108,Box Score,,1932,Vivint Smart Home Arena,
Wed Jan 27 2021,7:00p,Indiana Pacers,116,Charlotte Hornets,106,Box Score,,0,Spectrum Center,
Wed Jan 27 2021,7:00p,Detroit Pistons,107,Cleveland Cavaliers,122,Box Score,,1944,Rocket Mortgage Fieldhouse,
Wed Jan 27 2021,7:00p,Sacramento Kings,121,Orlando Magic,107,Box Score,,3216,Amway Center,
Wed Jan 27 2021,7:30p,Brooklyn Nets,132,Atlanta Hawks,128,Box Score,OT,1008,State Farm Arena,
Wed Jan 27 2021,7:30p,Denver Nuggets,109,Miami Heat,82,Box Score,,0,AmericanAirlines Arena,
Wed Jan 27 2021,7:30p,Los Angeles Lakers,106,Philadelphia 76ers,107,Box Score,,0,Wells Fargo Center,
Wed Jan 27 2021,7:30p,Milwaukee Bucks,115,Toronto Raptors,108,Box Score,,0,Amalie Arena,
Wed Jan 27 2021,8:30p,Boston Celtics,106,San Antonio Spurs,110,Box Score,,0,AT&T Center,
Wed Jan 27 2021,9:00p,Washington Wizards,106,New Orleans Pelicans,124,Box Score,,750,Smoothie King Center,
Wed Jan 27 2021,9:00p,Oklahoma City Thunder,102,Phoenix Suns,97,Box Score,,0,Phoenix Suns Arena,
Wed Jan 27 2021,9:00p,Dallas Mavericks,104,Utah Jazz,116,Box Score,,0,Vivint Smart Home Arena,
Wed Jan 27 2021,10:00p,Minnesota Timberwolves,111,Golden State Warriors,123,Box Score,,0,Chase Center,
Thu Jan 28 2021,7:30p,Portland Trail Blazers,101,Houston Rockets,104,Box Score,,3154,Toyota Center,
Thu Jan 28 2021,8:00p,Los Angeles Lakers,92,Detroit Pistons,107,Box Score,,0,Little Caesars Arena,
Thu Jan 28 2021,8:00p,Los Angeles Clippers,109,Miami Heat,105,Box Score,,0,AmericanAirlines Arena,
Thu Jan 28 2021,10:00p,Golden State Warriors,93,Phoenix Suns,114,Box Score,,0,Phoenix Suns Arena,
Fri Jan 29 2021,7:00p,Indiana Pacers,105,Charlotte Hornets,108,Box Score,,0,Spectrum Center,
Fri Jan 29 2021,7:00p,Atlanta Hawks,116,Washington Wizards,100,Box Score,,0,Capital One Arena,
Fri Jan 29 2021,7:30p,Milwaukee Bucks,126,New Orleans Pelicans,131,Box Score,,1440,Smoothie King Center,
Fri Jan 29 2021,7:30p,Cleveland Cavaliers,81,New York Knicks,102,Box Score,,0,Madison Square Garden (IV),
Fri Jan 29 2021,7:30p,Sacramento Kings,126,Toronto Raptors,124,Box Score,,0,Amalie Arena,
Fri Jan 29 2021,8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,94,Box Score,,0,Target Center,
Fri Jan 29 2021,8:00p,Brooklyn Nets,147,Oklahoma City Thunder,125,Box Score,,0,Chesapeake Energy Arena,
Fri Jan 29 2021,8:00p,Los Angeles Clippers,116,Orlando Magic,90,Box Score,,3763,Amway Center,
Fri Jan 29 2021,8:30p,Denver Nuggets,109,San Antonio Spurs,119,Box Score,,0,AT&T Center,
Fri Jan 29 2021,10:00p,Dallas Mavericks,101,Utah Jazz,120,Box Score,,1932,Vivint Smart Home Arena,
Sat Jan 30 2021,8:00p,Portland Trail Blazers,123,Chicago Bulls,122,Box Score,,0,United Center,
Sat Jan 30 2021,8:00p,Milwaukee Bucks,114,Charlotte Hornets,126,Box Score,,0,Spectrum Center,
Sat Jan 30 2021,8:00p,Sacramento Kings,104,Miami Heat,105,Box Score,,0,AmericanAirlines Arena,
Sat Jan 30 2021,8:00p,Houston Rockets,126,New Orleans Pelicans,112,Box Score,,1440,Smoothie King Center,
Sat Jan 30 2021,8:30p,Los Angeles Lakers,96,Boston Celtics,95,Box Score,,0,TD Garden,
Sat Jan 30 2021,8:30p,Memphis Grizzlies,129,San Antonio Spurs,112,Box Score,,0,AT&T Center,
Sat Jan 30 2021,9:00p,Phoenix Suns,111,Dallas Mavericks,105,Box Score,,0,American Airlines Center,
Sat Jan 30 2021,10:00p,Detroit Pistons,91,Golden State Warriors,118,Box Score,,0,Chase Center,
Sun Jan 31 2021,1:00p,Los Angeles Clippers,129,New York Knicks,115,Box Score,,0,Madison Square Garden (IV),
Sun Jan 31 2021,3:30p,Utah Jazz,117,Denver Nuggets,128,Box Score,,0,Ball Arena,
Sun Jan 31 2021,7:00p,Philadelphia 76ers,119,Indiana Pacers,110,Box Score,,0,Bankers Life Fieldhouse,
Sun Jan 31 2021,7:00p,Orlando Magic,102,Toronto Raptors,115,Box Score,,0,Amalie Arena,
Sun Jan 31 2021,7:00p,Brooklyn Nets,146,Washington Wizards,149,Box Score,,0,Capital One Arena,
Sun Jan 31 2021,8:00p,Cleveland Cavaliers,104,Minnesota Timberwolves,109,Box Score,,0,Target Center,
Mon Feb 1 2021,7:30p,Los Angeles Lakers,107,Atlanta Hawks,99,Box Score,,1341,State Farm Arena,
Mon Feb 1 2021,7:30p,Charlotte Hornets,129,Miami Heat,121,Box Score,OT,0,AmericanAirlines Arena,
Mon Feb 1 2021,8:00p,New York Knicks,102,Chicago Bulls,110,Box Score,,0,United Center,
Mon Feb 1 2021,8:00p,Minnesota Timberwolves,98,Cleveland Cavaliers,100,Box Score,,0,Rocket Mortgage Fieldhouse,
Mon Feb 1 2021,8:00p,Portland Trail Blazers,106,Milwaukee Bucks,134,Box Score,,0,Fiserv Forum,
Mon Feb 1 2021,8:00p,Sacramento Kings,118,New Orleans Pelicans,109,Box Score,,1440,Smoothie King Center,
Mon Feb 1 2021,8:00p,Houston Rockets,136,Oklahoma City Thunder,106,Box Score,,0,Chesapeake Energy Arena,
Mon Feb 1 2021,8:30p,Phoenix Suns,109,Dallas Mavericks,108,Box Score,,0,American Airlines Center,
Mon Feb 1 2021,8:30p,Memphis Grizzlies,133,San Antonio Spurs,102,Box Score,,0,AT&T Center,
Tue Feb 2 2021,7:00p,Toronto Raptors,123,Orlando Magic,108,Box Score,,3211,Amway Center,
Tue Feb 2 2021,7:30p,Los Angeles Clippers,120,Brooklyn Nets,124,Box Score,,0,Barclays Center,
Tue Feb 2 2021,8:00p,Memphis Grizzlies,116,Indiana Pacers,134,Box Score,,0,Bankers Life Fieldhouse,
Tue Feb 2 2021,8:00p,Portland Trail Blazers,132,Washington Wizards,121,Box Score,,0,Capital One Arena,
Tue Feb 2 2021,10:00p,Boston Celtics,111,Golden State Warriors,107,Box Score,,0,Chase Center,
Tue Feb 2 2021,10:00p,Detroit Pistons,105,Utah Jazz,117,Box Score,,3902,Vivint Smart Home Arena,
Wed Feb 3 2021,7:00p,Philadelphia 76ers,118,Charlotte Hornets,111,Box Score,,0,Spectrum Center,
Wed Feb 3 2021,7:00p,Indiana Pacers,110,Milwaukee Bucks,130,Box Score,,0,Fiserv Forum,
Wed Feb 3 2021,7:30p,Dallas Mavericks,122,Atlanta Hawks,116,Box Score,,1259,State Farm Arena,
Wed Feb 3 2021,8:00p,New York Knicks,107,Chicago Bulls,103,Box Score,,0,United Center,
Wed Feb 3 2021,8:00p,Los Angeles Clippers,121,Cleveland Cavaliers,99,Box Score,,1944,Rocket Mortgage Fieldhouse,
Wed Feb 3 2021,8:00p,Washington Wizards,103,Miami Heat,100,Box Score,,0,AmericanAirlines Arena,
Wed Feb 3 2021,8:00p,Houston Rockets,87,Oklahoma City Thunder,104,Box Score,,0,Chesapeake Energy Arena,
Wed Feb 3 2021,8:30p,Minnesota Timberwolves,108,San Antonio Spurs,111,Box Score,,0,AT&T Center,
Wed Feb 3 2021,9:30p,Phoenix Suns,101,New Orleans Pelicans,123,Box Score,,1440,Smoothie King Center,
Wed Feb 3 2021,10:00p,Boston Celtics,111,Sacramento Kings,116,Box Score,,0,Golden 1 Center,
Thu Feb 4 2021,7:30p,Utah Jazz,112,Atlanta Hawks,91,Box Score,,1261,State Farm Arena,
Thu Feb 4 2021,7:30p,Golden State Warriors,147,Dallas Mavericks,116,Box Score,,0,American Airlines Center,
Thu Feb 4 2021,8:00p,Portland Trail Blazers,121,Philadelphia 76ers,105,Box Score,,0,Wells Fargo Center,
Thu Feb 4 2021,9:00p,Houston Rockets,115,Memphis Grizzlies,103,Box Score,,1762,FedEx Forum,
Thu Feb 4 2021,10:00p,Denver Nuggets,93,Los Angeles Lakers,114,Box Score,,0,STAPLES Center,
Fri Feb 5 2021,7:00p,New Orleans Pelicans,114,Indiana Pacers,113,Box Score,,0,Bankers Life Fieldhouse,
Fri Feb 5 2021,7:00p,Chicago Bulls,119,Orlando Magic,123,Box Score,,3535,Amway Center,
Fri Feb 5 2021,7:30p,Toronto Raptors,123,Brooklyn Nets,117,Box Score,,0,Barclays Center,
Fri Feb 5 2021,7:30p,Milwaukee Bucks,123,Cleveland Cavaliers,105,Box Score,,2720,Rocket Mortgage Fieldhouse,
Fri Feb 5 2021,8:00p,Utah Jazz,138,Charlotte Hornets,121,Box Score,,0,Spectrum Center,
Fri Feb 5 2021,8:00p,Washington Wizards,95,Miami Heat,122,Box Score,,0,AmericanAirlines Arena,
Fri Feb 5 2021,8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,103,Box Score,,0,Chesapeake Energy Arena,
Fri Feb 5 2021,9:00p,Detroit Pistons,92,Phoenix Suns,109,Box Score,,0,Phoenix Suns Arena,
Fri Feb 5 2021,10:00p,Boston Celtics,119,Los Angeles Clippers,115,Box Score,,0,STAPLES Center,
Sat Feb 6 2021,1:00p,Portland Trail Blazers,99,New York Knicks,110,Box Score,,0,Madison Square Garden (IV),
Sat Feb 6 2021,5:00p,Denver Nuggets,114,Sacramento Kings,119,Box Score,,0,Golden 1 Center,
Sat Feb 6 2021,7:00p,Chicago Bulls,118,Orlando Magic,92,Box Score,,3880,Amway Center,
Sat Feb 6 2021,8:00p,Toronto Raptors,121,Atlanta Hawks,132,Box Score,,991,State Farm Arena,
Sat Feb 6 2021,8:00p,Milwaukee Bucks,124,Cleveland Cavaliers,99,Box Score,,2720,Rocket Mortgage Fieldhouse,
Sat Feb 6 2021,8:00p,San Antonio Spurs,111,Houston Rockets,106,Box Score,,3313,Toyota Center,
Sat Feb 6 2021,8:00p,Minnesota Timberwolves,118,Oklahoma City Thunder,120,Box Score,,0,Chesapeake Energy Arena,
Sat Feb 6 2021,8:00p,Brooklyn Nets,108,Philadelphia 76ers,124,Box Score,,0,Wells Fargo Center,
Sat Feb 6 2021,8:30p,Golden State Warriors,132,Dallas Mavericks,134,Box Score,,0,American Airlines Center,
Sat Feb 6 2021,9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,Box Score,,1440,Smoothie King Center,
Sat Feb 6 2021,10:00p,Detroit Pistons,129,Los Angeles Lakers,135,Box Score,2OT,0,STAPLES Center,
Sun Feb 7 2021,1:00p,Washington Wizards,97,Charlotte Hornets,119,Box Score,,0,Spectrum Center,
Sun Feb 7 2021,1:00p,Utah Jazz,103,Indiana Pacers,95,Box Score,,0,Bankers Life Fieldhouse,
Sun Feb 7 2021,1:00p,Miami Heat,109,New York Knicks,103,Box Score,,0,Madison Square Garden (IV),
Sun Feb 7 2021,2:00p,Boston Celtics,91,Phoenix Suns,100,Box Score,,1493,Phoenix Suns Arena,
Sun Feb 7 2021,3:00p,Sacramento Kings,113,Los Angeles Clippers,110,Box Score,,0,STAPLES Center,
Mon Feb 8 2021,7:00p,Houston Rockets,94,Charlotte Hornets,119,Box Score,,0,Spectrum Center,
Mon Feb 8 2021,8:00p,Washington Wizards,105,Chicago Bulls,101,Box Score,,0,United Center,
Mon Feb 8 2021,8:00p,Toronto Raptors,128,Memphis Grizzlies,113,Box Score,,1844,FedEx Forum,
Mon Feb 8 2021,8:30p,Minnesota Timberwolves,122,Dallas Mavericks,127,Box Score,,1000,American Airlines Center,
Mon Feb 8 2021,8:30p,Golden State Warriors,100,San Antonio Spurs,105,Box Score,,0,AT&T Center,
Mon Feb 8 2021,9:00p,Cleveland Cavaliers,113,Phoenix Suns,119,Box Score,,1485,Phoenix Suns Arena,
Mon Feb 8 2021,9:30p,Milwaukee Bucks,125,Denver Nuggets,112,Box Score,,0,Ball Arena,
Mon Feb 8 2021,10:00p,Oklahoma City Thunder,112,Los Angeles Lakers,119,Box Score,OT,0,STAPLES Center,
Tue Feb 9 2021,7:00p,Brooklyn Nets,111,Detroit Pistons,122,Box Score,,0,Little Caesars Arena,
Tue Feb 9 2021,7:30p,New York Knicks,96,Miami Heat,98,Box Score,,0,AmericanAirlines Arena,
Tue Feb 9 2021,7:30p,Houston Rockets,101,New Orleans Pelicans,130,Box Score,,1900,Smoothie King Center,
Tue Feb 9 2021,8:30p,Golden State Warriors,114,San Antonio Spurs,91,Box Score,,0,AT&T Center,
Tue Feb 9 2021,10:00p,Orlando Magic,97,Portland Trail Blazers,106,Box Score,,0,Moda Center,
Tue Feb 9 2021,10:00p,Philadelphia 76ers,119,Sacramento Kings,111,Box Score,,0,Golden 1 Center,
Tue Feb 9 2021,10:00p,Boston Celtics,108,Utah Jazz,122,Box Score,,3902,Vivint Smart Home Arena,
Wed Feb 10 2021,7:00p,Toronto Raptors,137,Washington Wizards,115,Box Score,,0,Capital One Arena,
Wed Feb 10 2021,7:30p,Atlanta Hawks,117,Dallas Mavericks,118,Box Score,,1000,American Airlines Center,
Wed Feb 10 2021,8:00p,Indiana Pacers,94,Brooklyn Nets,104,Box Score,,0,Barclays Center,
Wed Feb 10 2021,8:00p,Charlotte Hornets,114,Memphis Grizzlies,130,Box Score,,1830,FedEx Forum,
Wed Feb 10 2021,8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,112,Box Score,,0,Target Center,
Wed Feb 10 2021,9:00p,New Orleans Pelicans,116,Chicago Bulls,129,Box Score,,0,United Center,
Wed Feb 10 2021,9:00p,Cleveland Cavaliers,95,Denver Nuggets,133,Box Score,,0,Ball Arena,
Wed Feb 10 2021,10:00p,Oklahoma City Thunder,113,Los Angeles Lakers,114,Box Score,OT,0,STAPLES Center,
Wed Feb 10 2021,10:00p,Milwaukee Bucks,124,Phoenix Suns,125,Box Score,,1491,Phoenix Suns Arena,
Thu Feb 11 2021,7:30p,Toronto Raptors,106,Boston Celtics,120,Box Score,,0,TD Garden,
Thu Feb 11 2021,7:30p,Miami Heat,101,Houston Rockets,94,Box Score,,3251,Toyota Center,
Thu Feb 11 2021,8:00p,Indiana Pacers,111,Detroit Pistons,95,Box Score,,0,Little Caesars Arena,
Thu Feb 11 2021,10:00p,Orlando Magic,105,Golden State Warriors,111,Box Score,,0,Chase Center,
Thu Feb 11 2021,10:00p,Philadelphia 76ers,114,Portland Trail Blazers,118,Box Score,,0,Moda Center,
Fri Feb 12 2021,7:00p,Minnesota Timberwolves,114,Charlotte Hornets,120,Box Score,,0,Spectrum Center,
Fri Feb 12 2021,7:00p,New York Knicks,109,Washington Wizards,91,Box Score,,0,Capital One Arena,
Fri Feb 12 2021,7:30p,San Antonio Spurs,125,Atlanta Hawks,114,Box Score,,1451,State Farm Arena,
Fri Feb 12 2021,7:30p,New Orleans Pelicans,130,Dallas Mavericks,143,Box Score,,1514,American Airlines Center,
Fri Feb 12 2021,8:00p,Detroit Pistons,108,Boston Celtics,102,Box Score,,0,TD Garden,
Fri Feb 12 2021,8:00p,Los Angeles Clippers,125,Chicago Bulls,106,Box Score,,0,United Center,
Fri Feb 12 2021,9:00p,Oklahoma City Thunder,95,Denver Nuggets,97,Box Score,,0,Ball Arena,
Fri Feb 12 2021,9:00p,Milwaukee Bucks,115,Utah Jazz,129,Box Score,,3902,Vivint Smart Home Arena,
Fri Feb 12 2021,10:00p,Memphis Grizzlies,105,Los Angeles Lakers,115,Box Score,,0,STAPLES Center,
Fri Feb 12 2021,10:00p,Cleveland Cavaliers,110,Portland Trail Blazers,129,Box Score,,0,Moda Center,
Fri Feb 12 2021,10:00p,Orlando Magic,123,Sacramento Kings,112,Box Score,,0,Golden 1 Center,
Sat Feb 13 2021,3:00p,Philadelphia 76ers,111,Phoenix Suns,120,Box Score,,1652,Phoenix Suns Arena,
Sat Feb 13 2021,7:30p,Indiana Pacers,125,Atlanta Hawks,113,Box Score,,1393,State Farm Arena,
Sat Feb 13 2021,8:00p,Houston Rockets,99,New York Knicks,121,Box Score,,0,Madison Square Garden (IV),
Sat Feb 13 2021,8:30p,Brooklyn Nets,134,Golden State Warriors,117,Box Score,,0,Chase Center,
Sat Feb 13 2021,9:00p,Miami Heat,94,Utah Jazz,112,Box Score,,3902,Vivint Smart Home Arena,
Sun Feb 14 2021,1:00p,Boston Celtics,91,Washington Wizards,104,Box Score,,0,Capital One Arena,
Sun Feb 14 2021,7:00p,San Antonio Spurs,122,Charlotte Hornets,110,Box Score,,0,Spectrum Center,
Sun Feb 14 2021,7:00p,New Orleans Pelicans,112,Detroit Pistons,123,Box Score,,0,Little Caesars Arena,
Sun Feb 14 2021,7:00p,Minnesota Timberwolves,116,Toronto Raptors,112,Box Score,,0,Amalie Arena,
Sun Feb 14 2021,7:30p,Portland Trail Blazers,121,Dallas Mavericks,118,Box Score,,2211,American Airlines Center,
Sun Feb 14 2021,8:00p,Milwaukee Bucks,109,Oklahoma City Thunder,114,Box Score,,0,Chesapeake Energy Arena,
Sun Feb 14 2021,9:00p,Orlando Magic,90,Phoenix Suns,109,Box Score,,1732,Phoenix Suns Arena,
Sun Feb 14 2021,10:00p,Los Angeles Lakers,105,Denver Nuggets,122,Box Score,,0,Ball Arena,
Sun Feb 14 2021,10:00p,Cleveland Cavaliers,111,Los Angeles Clippers,128,Box Score,,0,STAPLES Center,
Sun Feb 14 2021,10:00p,Memphis Grizzlies,124,Sacramento Kings,110,Box Score,,0,Golden 1 Center,
Mon Feb 15 2021,7:00p,Chicago Bulls,120,Indiana Pacers,112,Box Score,OT,0,Bankers Life Fieldhouse,
Mon Feb 15 2021,7:00p,Houston Rockets,119,Washington Wizards,131,Box Score,,0,Capital One Arena,
Mon Feb 15 2021,7:30p,Atlanta Hawks,112,New York Knicks,123,Box Score,,0,Madison Square Garden (IV),
Mon Feb 15 2021,9:00p,Philadelphia 76ers,123,Utah Jazz,134,Box Score,,3902,Vivint Smart Home Arena,
Mon Feb 15 2021,10:00p,Cleveland Cavaliers,98,Golden State Warriors,129,Box Score,,,Chase Center,
Mon Feb 15 2021,10:00p,Miami Heat,118,Los Angeles Clippers,125,Box Score,,0,STAPLES Center,
Mon Feb 15 2021,10:00p,Brooklyn Nets,136,Sacramento Kings,125,Box Score,,0,Golden 1 Center,
Tue Feb 16 2021,7:00p,Denver Nuggets,99,Boston Celtics,112,Box Score,,0,TD Garden,
Tue Feb 16 2021,8:00p,New Orleans Pelicans,144,Memphis Grizzlies,113,Box Score,,1982,FedEx Forum,
Tue Feb 16 2021,8:00p,Toronto Raptors,124,Milwaukee Bucks,113,Box Score,,250,Fiserv Forum,
Tue Feb 16 2021,8:00p,Los Angeles Lakers,112,Minnesota Timberwolves,104,Box Score,,0,Target Center,
Tue Feb 16 2021,8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,104,Box Score,,0,Chesapeake Energy Arena,
Tue Feb 16 2021,10:30p,Brooklyn Nets,128,Phoenix Suns,124,Box Score,,3181,Phoenix Suns Arena,
Wed Feb 17 2021,7:00p,New York Knicks,89,Orlando Magic,107,Box Score,,4249,Amway Center,
Wed Feb 17 2021,7:30p,Atlanta Hawks,122,Boston Celtics,114,Box Score,,0,TD Garden,
Wed Feb 17 2021,7:30p,Houston Rockets,113,Philadelphia 76ers,118,Box Score,,0,Wells Fargo Center,
Wed Feb 17 2021,8:00p,Detroit Pistons,102,Chicago Bulls,105,Box Score,,0,United Center,
Wed Feb 17 2021,8:00p,Indiana Pacers,134,Minnesota Timberwolves,128,Box Score,OT,0,Target Center,
Wed Feb 17 2021,8:00p,Denver Nuggets,128,Washington Wizards,130,Box Score,,0,Capital One Arena,
Wed Feb 17 2021,9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,Box Score,,0,FedEx Forum,
Wed Feb 17 2021,9:00p,Portland Trail Blazers,126,New Orleans Pelicans,124,Box Score,,1940,Smoothie King Center,
Wed Feb 17 2021,10:00p,Miami Heat,112,Golden State Warriors,120,Box Score,OT,,Chase Center,
Wed Feb 17 2021,10:00p,Utah Jazz,114,Los Angeles Clippers,96,Box Score,,,STAPLES Center,
Thu Feb 18 2021,7:30p,Toronto Raptors,110,Milwaukee Bucks,96,Box Score,,500,Fiserv Forum,
Thu Feb 18 2021,10:00p,Brooklyn Nets,109,Los Angeles Lakers,98,Box Score,,0,STAPLES Center,
Thu Feb 18 2021,10:00p,Miami Heat,118,Sacramento Kings,110,Box Score,,0,Golden 1 Center,
Fri Feb 19 2021,7:00p,Denver Nuggets,120,Cleveland Cavaliers,103,Box Score,,2720,Rocket Mortgage Fieldhouse,
Fri Feb 19 2021,7:00p,Golden State Warriors,120,Orlando Magic,124,Box Score,,4287,Amway Center,
Fri Feb 19 2021,7:30p,Atlanta Hawks,109,Boston Celtics,121,Box Score,,0,TD Garden,
Fri Feb 19 2021,7:30p,Chicago Bulls,105,Philadelphia 76ers,112,Box Score,,0,Wells Fargo Center,
Fri Feb 19 2021,8:00p,Detroit Pistons,95,Memphis Grizzlies,109,Box Score,,1795,FedEx Forum,
Fri Feb 19 2021,8:00p,Oklahoma City Thunder,85,Milwaukee Bucks,98,Box Score,,750,Fiserv Forum,
Fri Feb 19 2021,8:00p,Phoenix Suns,132,New Orleans Pelicans,114,Box Score,,1940,Smoothie King Center,
Fri Feb 19 2021,9:00p,Toronto Raptors,86,Minnesota Timberwolves,81,Box Score,,0,Target Center,
Fri Feb 19 2021,10:00p,Utah Jazz,112,Los Angeles Clippers,116,Box Score,,0,STAPLES Center,
Sat Feb 20 2021,8:00p,Golden State Warriors,100,Charlotte Hornets,102,Box Score,,0,Spectrum Center,
Sat Feb 20 2021,8:30p,Miami Heat,96,Los Angeles Lakers,94,Box Score,,0,STAPLES Center,
Sat Feb 20 2021,9:00p,Sacramento Kings,114,Chicago Bulls,122,Box Score,,0,United Center,
Sat Feb 20 2021,9:00p,Phoenix Suns,128,Memphis Grizzlies,97,Box Score,,1994,FedEx Forum,
Sat Feb 20 2021,10:00p,Washington Wizards,118,Portland Trail Blazers,111,Box Score,,0,Moda Center,
Sun Feb 21 2021,3:30p,Boston Celtics,115,New Orleans Pelicans,120,Box Score,OT,1940,Smoothie King Center,
Sun Feb 21 2021,7:00p,Oklahoma City Thunder,117,Cleveland Cavaliers,101,Box Score,,2720,Rocket Mortgage Fieldhouse,
Sun Feb 21 2021,7:00p,Minnesota Timberwolves,99,New York Knicks,103,Box Score,,0,Madison Square Garden (IV),
Sun Feb 21 2021,7:00p,Detroit Pistons,96,Orlando Magic,105,Box Score,,4002,Amway Center,
Sun Feb 21 2021,7:00p,Philadelphia 76ers,103,Toronto Raptors,110,Box Score,,0,Amalie Arena,
Sun Feb 21 2021,7:30p,Denver Nuggets,115,Atlanta Hawks,123,Box Score,,1362,State Farm Arena,
Sun Feb 21 2021,8:00p,Brooklyn Nets,112,Los Angeles Clippers,108,Box Score,,,STAPLES Center,
Sun Feb 21 2021,9:00p,Sacramento Kings,115,Milwaukee Bucks,128,Box Score,,1800,Fiserv Forum,
Mon Feb 22 2021,8:00p,Chicago Bulls,120,Houston Rockets,100,Box Score,,3025,Toyota Center,
Mon Feb 22 2021,8:30p,Memphis Grizzlies,92,Dallas Mavericks,102,Box Score,,2099,American Airlines Center,
Mon Feb 22 2021,9:00p,Miami Heat,108,Oklahoma City Thunder,94,Box Score,,0,Chesapeake Energy Arena,
Mon Feb 22 2021,9:00p,Portland Trail Blazers,100,Phoenix Suns,132,Box Score,,3213,Phoenix Suns Arena,
Mon Feb 22 2021,9:00p,Charlotte Hornets,110,Utah Jazz,132,Box Score,,3902,Vivint Smart Home Arena,
Mon Feb 22 2021,10:00p,Washington Wizards,127,Los Angeles Lakers,124,Box Score,OT,0,STAPLES Center,
Tue Feb 23 2021,7:00p,Atlanta Hawks,111,Cleveland Cavaliers,112,Box Score,,2720,Rocket Mortgage Fieldhouse,
Tue Feb 23 2021,7:00p,Detroit Pistons,105,Orlando Magic,93,Box Score,,3631,Amway Center,
Tue Feb 23 2021,7:30p,Sacramento Kings,118,Brooklyn Nets,127,Box Score,,324,Barclays Center,
Tue Feb 23 2021,7:30p,Boston Celtics,107,Dallas Mavericks,110,Box Score,,3338,American Airlines Center,
Tue Feb 23 2021,7:30p,Golden State Warriors,114,New York Knicks,106,Box Score,,1981,Madison Square Garden (IV),
Tue Feb 23 2021,7:30p,Philadelphia 76ers,109,Toronto Raptors,102,Box Score,,0,Amalie Arena,
Tue Feb 23 2021,8:00p,Minnesota Timberwolves,112,Milwaukee Bucks,139,Box Score,,1800,Fiserv Forum,
Tue Feb 23 2021,10:00p,Portland Trail Blazers,106,Denver Nuggets,111,Box Score,,0,Ball Arena,
Tue Feb 23 2021,10:00p,Washington Wizards,116,Los Angeles Clippers,135,Box Score,,0,STAPLES Center,
Wed Feb 24 2021,7:30p,Boston Celtics,112,Atlanta Hawks,127,Box Score,,1537,State Farm Arena,
Wed Feb 24 2021,7:30p,Houston Rockets,96,Cleveland Cavaliers,112,Box Score,,2720,Rocket Mortgage Fieldhouse,
Wed Feb 24 2021,7:30p,Golden State Warriors,111,Indiana Pacers,107,Box Score,,0,Bankers Life Fieldhouse,
Wed Feb 24 2021,8:00p,Minnesota Timberwolves,126,Chicago Bulls,133,Box Score,OT,0,United Center,
Wed Feb 24 2021,8:00p,Toronto Raptors,108,Miami Heat,116,Box Score,,0,AmericanAirlines Arena,
Wed Feb 24 2021,8:00p,Detroit Pistons,118,New Orleans Pelicans,128,Box Score,,2700,Smoothie King Center,
Wed Feb 24 2021,8:00p,San Antonio Spurs,99,Oklahoma City Thunder,102,Box Score,,0,Chesapeake Energy Arena,
Wed Feb 24 2021,9:00p,Charlotte Hornets,124,Phoenix Suns,121,Box Score,,3296,Phoenix Suns Arena,
Wed Feb 24 2021,10:00p,Los Angeles Lakers,89,Utah Jazz,114,Box Score,,4912,Vivint Smart Home Arena,
Thu Feb 25 2021,7:00p,Dallas Mavericks,97,Philadelphia 76ers,111,Box Score,,0,Wells Fargo Center,
Thu Feb 25 2021,7:30p,Orlando Magic,92,Brooklyn Nets,129,Box Score,,327,Barclays Center,
Thu Feb 25 2021,7:30p,Sacramento Kings,121,New York Knicks,140,Box Score,,1981,Madison Square Garden (IV),
Thu Feb 25 2021,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,122,Box Score,,1896,FedEx Forum,
