Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sat Nov 29 2014,7:00p,Dallas Mavericks,110,Philadelphia 76ers,103,Box Score,,16145,Wells Fargo Center,
Sat Nov 29 2014,7:00p,New Orleans Pelicans,80,Washington Wizards,83,Box Score,,17581,Verizon Center,
Sat Nov 29 2014,7:30p,Charlotte Hornets,75,Atlanta Hawks,105,Box Score,,14185,Philips Arena,
Sat Nov 29 2014,7:30p,Indiana Pacers,97,Cleveland Cavaliers,109,Box Score,,20562,Quicken Loans Arena,
Sat Nov 29 2014,9:00p,Houston Rockets,117,Milwaukee Bucks,103,Box Score,,16119,BMO Harris Bradley Center,
Sat Nov 29 2014,9:00p,Los Angeles Clippers,112,Utah Jazz,96,Box Score,,18479,EnergySolutions Arena,
Sun Nov 30 2014,1:00p,San Antonio Spurs,111,Boston Celtics,89,Box Score,,17121,TD Garden,
Sun Nov 30 2014,3:00p,Chicago Bulls,102,Brooklyn Nets,84,Box Score,,17732,Barclays Center,
Sun Nov 30 2014,3:30p,Golden State Warriors,104,Detroit Pistons,93,Box Score,,12737,The Palace of Auburn Hills,
Sun Nov 30 2014,6:00p,Memphis Grizzlies,97,Sacramento Kings,85,Box Score,,16240,Sleep Train Arena,
Sun Nov 30 2014,7:30p,Miami Heat,86,New York Knicks,79,Box Score,,19812,Madison Square Garden (IV),
Sun Nov 30 2014,8:00p,Orlando Magic,93,Phoenix Suns,90,Box Score,,15558,US Airways Center,
Sun Nov 30 2014,9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,107,Box Score,,18843,Moda Center,
Sun Nov 30 2014,9:30p,Toronto Raptors,122,Los Angeles Lakers,129,Box Score,OT,18997,STAPLES Center,
Mon Dec 1 2014,7:00p,San Antonio Spurs,109,Philadelphia 76ers,103,Box Score,,12843,Wells Fargo Center,
Mon Dec 1 2014,7:00p,Miami Heat,86,Washington Wizards,107,Box Score,,15150,Verizon Center,
Mon Dec 1 2014,9:00p,Denver Nuggets,103,Utah Jazz,101,Box Score,,16768,EnergySolutions Arena,
Mon Dec 1 2014,10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,127,Box Score,,19060,STAPLES Center,
Tue Dec 2 2014,7:00p,Milwaukee Bucks,108,Cleveland Cavaliers,111,Box Score,,20562,Quicken Loans Arena,
Tue Dec 2 2014,7:30p,Boston Celtics,105,Atlanta Hawks,109,Box Score,,12705,Philips Arena,
Tue Dec 2 2014,7:30p,Los Angeles Lakers,106,Detroit Pistons,96,Box Score,,14083,The Palace of Auburn Hills,
Tue Dec 2 2014,7:30p,Brooklyn Nets,98,New York Knicks,93,Box Score,,19812,Madison Square Garden (IV),
Tue Dec 2 2014,8:00p,Dallas Mavericks,132,Chicago Bulls,129,Box Score,2OT,22042,United Center,
Tue Dec 2 2014,8:00p,Oklahoma City Thunder,104,New Orleans Pelicans,112,Box Score,,13903,Smoothie King Center,
Tue Dec 2 2014,9:00p,Portland Trail Blazers,105,Denver Nuggets,103,Box Score,,12822,Pepsi Center,
Tue Dec 2 2014,9:00p,Indiana Pacers,99,Phoenix Suns,116,Box Score,,15059,US Airways Center,
Tue Dec 2 2014,10:00p,Toronto Raptors,117,Sacramento Kings,109,Box Score,,15522,Sleep Train Arena,
Tue Dec 2 2014,10:30p,Orlando Magic,97,Golden State Warriors,98,Box Score,,19596,Oracle Arena,
Wed Dec 3 2014,7:00p,Chicago Bulls,102,Charlotte Hornets,95,Box Score,,16887,Time Warner Cable Arena,
Wed Dec 3 2014,7:00p,Los Angeles Lakers,95,Washington Wizards,111,Box Score,,18490,Verizon Center,
Wed Dec 3 2014,7:30p,Detroit Pistons,102,Boston Celtics,109,Box Score,OT,15870,TD Garden,
Wed Dec 3 2014,7:30p,San Antonio Spurs,93,Brooklyn Nets,95,Box Score,OT,15989,Barclays Center,
Wed Dec 3 2014,7:30p,Atlanta Hawks,112,Miami Heat,102,Box Score,,19600,AmericanAirlines Arena,
Wed Dec 3 2014,8:00p,Memphis Grizzlies,96,Houston Rockets,105,Box Score,,18151,Toyota Center,
Wed Dec 3 2014,8:00p,Dallas Mavericks,107,Milwaukee Bucks,105,Box Score,,13568,BMO Harris Bradley Center,
Wed Dec 3 2014,8:00p,Philadelphia 76ers,85,Minnesota Timberwolves,77,Box Score,,10463,Target Center,
Wed Dec 3 2014,9:00p,Toronto Raptors,123,Utah Jazz,104,Box Score,,16677,EnergySolutions Arena,
Wed Dec 3 2014,10:30p,Orlando Magic,86,Los Angeles Clippers,114,Box Score,,19060,STAPLES Center,
Thu Dec 4 2014,8:00p,Cleveland Cavaliers,90,New York Knicks,87,Box Score,,19812,Madison Square Garden (IV),
Thu Dec 4 2014,10:00p,Indiana Pacers,82,Portland Trail Blazers,88,Box Score,,19191,Moda Center,
Thu Dec 4 2014,10:30p,New Orleans Pelicans,85,Golden State Warriors,112,Box Score,,19596,Oracle Arena,
Fri Dec 5 2014,7:00p,New York Knicks,102,Charlotte Hornets,103,Box Score,,19102,Time Warner Cable Arena,
Fri Dec 5 2014,7:00p,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,15092,Wells Fargo Center,
Fri Dec 5 2014,7:00p,Denver Nuggets,89,Washington Wizards,119,Box Score,,19451,Verizon Center,
Fri Dec 5 2014,7:30p,Los Angeles Lakers,96,Boston Celtics,113,Box Score,,18624,TD Garden,
Fri Dec 5 2014,7:30p,Atlanta Hawks,98,Brooklyn Nets,75,Box Score,,16146,Barclays Center,
Fri Dec 5 2014,7:30p,Cleveland Cavaliers,105,Toronto Raptors,91,Box Score,,20077,Air Canada Centre,
Fri Dec 5 2014,8:00p,San Antonio Spurs,107,Memphis Grizzlies,101,Box Score,,18119,FedEx Forum,
Fri Dec 5 2014,8:00p,Houston Rockets,114,Minnesota Timberwolves,112,Box Score,OT,12101,Target Center,
Fri Dec 5 2014,8:30p,Phoenix Suns,118,Dallas Mavericks,106,Box Score,,20010,American Airlines Center,
Fri Dec 5 2014,8:30p,Miami Heat,85,Milwaukee Bucks,109,Box Score,,16325,BMO Harris Bradley Center,
Fri Dec 5 2014,9:00p,Orlando Magic,98,Utah Jazz,93,Box Score,,18997,EnergySolutions Arena,
Fri Dec 5 2014,10:00p,Indiana Pacers,101,Sacramento Kings,102,Box Score,OT,15512,Sleep Train Arena,
Sat Dec 6 2014,7:30p,Philadelphia 76ers,108,Detroit Pistons,101,Box Score,OT,16514,The Palace of Auburn Hills,
Sat Dec 6 2014,8:00p,Golden State Warriors,112,Chicago Bulls,102,Box Score,,22353,United Center,
Sat Dec 6 2014,8:00p,Phoenix Suns,95,Houston Rockets,100,Box Score,,18060,Toyota Center,
Sat Dec 6 2014,8:30p,Minnesota Timberwolves,101,San Antonio Spurs,123,Box Score,,18581,AT&T Center,
Sat Dec 6 2014,10:00p,Orlando Magic,105,Sacramento Kings,96,Box Score,,16021,Sleep Train Arena,
Sat Dec 6 2014,10:30p,New Orleans Pelicans,100,Los Angeles Clippers,120,Box Score,,19060,STAPLES Center,
Sun Dec 7 2014,1:00p,Washington Wizards,93,Boston Celtics,101,Box Score,,16716,TD Garden,
Sun Dec 7 2014,3:30p,Denver Nuggets,84,Atlanta Hawks,96,Box Score,,12143,Philips Arena,
Sun Dec 7 2014,6:00p,Oklahoma City Thunder,96,Detroit Pistons,94,Box Score,,13090,The Palace of Auburn Hills,
Sun Dec 7 2014,6:00p,Miami Heat,87,Memphis Grizzlies,103,Box Score,,16572,FedEx Forum,
Sun Dec 7 2014,7:30p,Milwaukee Bucks,102,Dallas Mavericks,125,Box Score,,19413,American Airlines Center,
Sun Dec 7 2014,7:30p,Portland Trail Blazers,103,New York Knicks,99,Box Score,,19812,Madison Square Garden (IV),
Sun Dec 7 2014,9:30p,New Orleans Pelicans,104,Los Angeles Lakers,87,Box Score,,18997,STAPLES Center,
Mon Dec 8 2014,7:00p,Atlanta Hawks,108,Indiana Pacers,92,Box Score,,14519,Bankers Life Fieldhouse,
Mon Dec 8 2014,7:00p,Boston Celtics,132,Washington Wizards,133,Box Score,2OT,14828,Verizon Center,
Mon Dec 8 2014,7:30p,Cleveland Cavaliers,110,Brooklyn Nets,88,Box Score,,17732,Barclays Center,
Mon Dec 8 2014,7:30p,Denver Nuggets,107,Toronto Raptors,112,Box Score,OT,19800,Air Canada Centre,
Mon Dec 8 2014,8:00p,Golden State Warriors,102,Minnesota Timberwolves,86,Box Score,,10296,Target Center,
Mon Dec 8 2014,10:00p,Utah Jazz,92,Sacramento Kings,101,Box Score,,16511,Sleep Train Arena,
Mon Dec 8 2014,10:30p,Phoenix Suns,120,Los Angeles Clippers,121,Box Score,OT,19060,STAPLES Center,
Tue Dec 9 2014,7:00p,Toronto Raptors,101,Cleveland Cavaliers,105,Box Score,,20562,Quicken Loans Arena,
Tue Dec 9 2014,7:30p,Portland Trail Blazers,98,Detroit Pistons,86,Box Score,,12813,The Palace of Auburn Hills,
Tue Dec 9 2014,8:00p,Dallas Mavericks,105,Memphis Grizzlies,114,Box Score,,16512,FedEx Forum,
Tue Dec 9 2014,8:00p,New York Knicks,93,New Orleans Pelicans,104,Box Score,,13789,Smoothie King Center,
Tue Dec 9 2014,8:00p,Milwaukee Bucks,101,Oklahoma City Thunder,114,Box Score,,18203,Chesapeake Energy Arena,
Tue Dec 9 2014,9:00p,Miami Heat,103,Phoenix Suns,97,Box Score,,14963,US Airways Center,
Tue Dec 9 2014,9:00p,San Antonio Spurs,96,Utah Jazz,100,Box Score,,18382,EnergySolutions Arena,
Tue Dec 9 2014,10:30p,Sacramento Kings,95,Los Angeles Lakers,98,Box Score,,18267,STAPLES Center,
Wed Dec 10 2014,7:00p,Boston Celtics,87,Charlotte Hornets,96,Box Score,,15276,Time Warner Cable Arena,
Wed Dec 10 2014,7:00p,Los Angeles Clippers,103,Indiana Pacers,96,Box Score,,16392,Bankers Life Fieldhouse,
Wed Dec 10 2014,7:00p,Washington Wizards,91,Orlando Magic,89,Box Score,,16081,Amway Center,
Wed Dec 10 2014,7:30p,Philadelphia 76ers,79,Atlanta Hawks,95,Box Score,,11733,Philips Arena,
Wed Dec 10 2014,8:00p,Brooklyn Nets,80,Chicago Bulls,105,Box Score,,11733,United Center,
Wed Dec 10 2014,8:00p,New Orleans Pelicans,107,Dallas Mavericks,112,Box Score,,19988,American Airlines Center,
Wed Dec 10 2014,8:00p,Portland Trail Blazers,82,Minnesota Timberwolves,90,Box Score,,10337,Target Center,
Wed Dec 10 2014,8:30p,New York Knicks,95,San Antonio Spurs,109,Box Score,,18581,AT&T Center,
Wed Dec 10 2014,10:30p,Miami Heat,82,Denver Nuggets,102,Box Score,,13433,Pepsi Center,
Wed Dec 10 2014,10:30p,Houston Rockets,93,Golden State Warriors,105,Box Score,,19596,Oracle Arena,
Thu Dec 11 2014,8:00p,Cleveland Cavaliers,94,Oklahoma City Thunder,103,Box Score,,18203,Chesapeake Energy Arena,
Thu Dec 11 2014,10:30p,Houston Rockets,113,Sacramento Kings,109,Box Score,OT,16676,Sleep Train Arena,
Fri Dec 12 2014,7:00p,Portland Trail Blazers,106,Chicago Bulls,115,Box Score,,21725,United Center,
Fri Dec 12 2014,7:00p,Los Angeles Clippers,96,Washington Wizards,104,Box Score,,17437,Verizon Center,
Fri Dec 12 2014,7:30p,Orlando Magic,81,Atlanta Hawks,87,Box Score,,13247,Philips Arena,
Fri Dec 12 2014,7:30p,New York Knicks,101,Boston Celtics,95,Box Score,,17989,TD Garden,
Fri Dec 12 2014,7:30p,Philadelphia 76ers,70,Brooklyn Nets,88,Box Score,,16326,Barclays Center,
Fri Dec 12 2014,7:30p,Indiana Pacers,94,Toronto Raptors,106,Box Score,,19800,Air Canada Centre,
Fri Dec 12 2014,8:00p,Charlotte Hornets,107,Memphis Grizzlies,113,Box Score,2OT,15897,FedEx Forum,
Fri Dec 12 2014,8:00p,Oklahoma City Thunder,111,Minnesota Timberwolves,92,Box Score,,13557,Target Center,
Fri Dec 12 2014,8:00p,Cleveland Cavaliers,114,New Orleans Pelicans,119,Box Score,,18069,Smoothie King Center,
Fri Dec 12 2014,9:00p,Detroit Pistons,105,Phoenix Suns,103,Box Score,,17007,US Airways Center,
Fri Dec 12 2014,9:00p,Miami Heat,100,Utah Jazz,95,Box Score,,19911,EnergySolutions Arena,
Fri Dec 12 2014,9:30p,Los Angeles Lakers,112,San Antonio Spurs,110,Box Score,OT,18581,AT&T Center,
Sat Dec 13 2014,2:00p,Golden State Warriors,105,Dallas Mavericks,98,Box Score,,20317,American Airlines Center,
Sat Dec 13 2014,7:00p,Brooklyn Nets,114,Charlotte Hornets,87,Box Score,,17113,Time Warner Cable Arena,
Sat Dec 13 2014,7:00p,Portland Trail Blazers,95,Indiana Pacers,85,Box Score,,17206,Bankers Life Fieldhouse,
Sat Dec 13 2014,7:00p,Atlanta Hawks,99,Orlando Magic,100,Box Score,,15939,Amway Center,
Sat Dec 13 2014,7:30p,Los Angeles Clippers,106,Milwaukee Bucks,111,Box Score,,16227,BMO Harris Bradley Center,
Sat Dec 13 2014,7:30p,Memphis Grizzlies,120,Philadelphia 76ers,115,Box Score,OT,13698,Wells Fargo Center,
Sat Dec 13 2014,8:00p,Denver Nuggets,96,Houston Rockets,108,Box Score,,18136,Toyota Center,
Sat Dec 13 2014,10:00p,Detroit Pistons,95,Sacramento Kings,90,Box Score,,16242,Sleep Train Arena,
Sun Dec 14 2014,6:00p,Chicago Bulls,93,Miami Heat,75,Box Score,,19600,AmericanAirlines Arena,
Sun Dec 14 2014,6:00p,Golden State Warriors,128,New Orleans Pelicans,122,Box Score,OT,15037,Smoothie King Center,
Sun Dec 14 2014,6:00p,Utah Jazz,84,Washington Wizards,93,Box Score,,15220,Verizon Center,
Sun Dec 14 2014,7:00p,Los Angeles Lakers,100,Minnesota Timberwolves,94,Box Score,,15008,Target Center,
Sun Dec 14 2014,7:00p,Phoenix Suns,88,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,
Sun Dec 14 2014,7:30p,Toronto Raptors,95,New York Knicks,90,Box Score,OT,19812,Madison Square Garden (IV),
Sun Dec 14 2014,8:00p,San Antonio Spurs,99,Denver Nuggets,91,Box Score,,16544,Pepsi Center,
Mon Dec 15 2014,7:00p,Charlotte Hornets,88,Cleveland Cavaliers,97,Box Score,,20562,Quicken Loans Arena,
Mon Dec 15 2014,7:00p,Los Angeles Lakers,91,Indiana Pacers,110,Box Score,,15261,Bankers Life Fieldhouse,
Mon Dec 15 2014,7:00p,Boston Celtics,105,Philadelphia 76ers,87,Box Score,,12903,Wells Fargo Center,
Mon Dec 15 2014,7:30p,Chicago Bulls,86,Atlanta Hawks,93,Box Score,,16805,Philips Arena,
Mon Dec 15 2014,7:30p,Orlando Magic,82,Toronto Raptors,95,Box Score,,19800,Air Canada Centre,
Mon Dec 15 2014,9:00p,Milwaukee Bucks,96,Phoenix Suns,94,Box Score,,17327,US Airways Center,
Mon Dec 15 2014,10:00p,San Antonio Spurs,95,Portland Trail Blazers,108,Box Score,,19441,Moda Center,
Mon Dec 15 2014,10:30p,Detroit Pistons,91,Los Angeles Clippers,113,Box Score,,19060,STAPLES Center,
Tue Dec 16 2014,7:00p,Minnesota Timberwolves,95,Washington Wizards,109,Box Score,,15823,Verizon Center,
Tue Dec 16 2014,7:30p,Miami Heat,95,Brooklyn Nets,91,Box Score,,16827,Barclays Center,
Tue Dec 16 2014,8:00p,Golden State Warriors,98,Memphis Grizzlies,105,Box Score,,18119,FedEx Forum,
Tue Dec 16 2014,8:00p,Utah Jazz,111,New Orleans Pelicans,119,Box Score,,13179,Smoothie King Center,
Tue Dec 16 2014,8:00p,Dallas Mavericks,107,New York Knicks,87,Box Score,,19812,Madison Square Garden (IV),
Tue Dec 16 2014,10:30p,Oklahoma City Thunder,104,Sacramento Kings,92,Box Score,,17317,Sleep Train Arena,
Wed Dec 17 2014,7:00p,Phoenix Suns,111,Charlotte Hornets,106,Box Score,,15459,Time Warner Cable Arena,
Wed Dec 17 2014,7:00p,Atlanta Hawks,127,Cleveland Cavaliers,98,Box Score,,20562,Quicken Loans Arena,
Wed Dec 17 2014,7:30p,Orlando Magic,92,Boston Celtics,109,Box Score,,16764,TD Garden,
Wed Dec 17 2014,7:30p,Dallas Mavericks,117,Detroit Pistons,106,Box Score,,12287,The Palace of Auburn Hills,
Wed Dec 17 2014,7:30p,Utah Jazz,105,Miami Heat,87,Box Score,,19633,AmericanAirlines Arena,
Wed Dec 17 2014,8:00p,Brooklyn Nets,89,Toronto Raptors,105,Box Score,,19800,Air Canada Centre,
Wed Dec 17 2014,8:30p,Memphis Grizzlies,117,San Antonio Spurs,116,Box Score,3OT,18581,AT&T Center,
Wed Dec 17 2014,10:00p,Milwaukee Bucks,97,Portland Trail Blazers,104,Box Score,,19495,Moda Center,
Wed Dec 17 2014,10:30p,Houston Rockets,115,Denver Nuggets,111,Box Score,OT,12107,Pepsi Center,
Wed Dec 17 2014,10:30p,Indiana Pacers,100,Los Angeles Clippers,102,Box Score,,19060,STAPLES Center,
Thu Dec 18 2014,8:00p,New York Knicks,97,Chicago Bulls,103,Box Score,,21875,United Center,
Thu Dec 18 2014,8:30p,New Orleans Pelicans,99,Houston Rockets,90,Box Score,,18137,Toyota Center,
Thu Dec 18 2014,10:00p,Milwaukee Bucks,108,Sacramento Kings,107,Box Score,,15645,Sleep Train Arena,
Thu Dec 18 2014,10:30p,Oklahoma City Thunder,109,Golden State Warriors,114,Box Score,,19596,Oracle Arena,
Fri Dec 19 2014,7:00p,Utah Jazz,101,Orlando Magic,94,Box Score,,16032,Amway Center,
Fri Dec 19 2014,7:00p,Charlotte Hornets,109,Philadelphia 76ers,91,Box Score,,13398,Wells Fargo Center,
Fri Dec 19 2014,7:30p,Minnesota Timberwolves,98,Boston Celtics,114,Box Score,,17042,TD Garden,
Fri Dec 19 2014,7:30p,Brooklyn Nets,91,Cleveland Cavaliers,95,Box Score,,20562,Quicken Loans Arena,
Fri Dec 19 2014,7:30p,Toronto Raptors,110,Detroit Pistons,100,Box Score,,16274,The Palace of Auburn Hills,
Fri Dec 19 2014,7:30p,Washington Wizards,105,Miami Heat,103,Box Score,,19600,AmericanAirlines Arena,
Fri Dec 19 2014,8:00p,Chicago Bulls,103,Memphis Grizzlies,97,Box Score,,18119,FedEx Forum,
Fri Dec 19 2014,8:00p,Portland Trail Blazers,129,San Antonio Spurs,119,Box Score,3OT,18581,AT&T Center,
Fri Dec 19 2014,9:00p,Los Angeles Clippers,106,Denver Nuggets,109,Box Score,,15030,Pepsi Center,
Fri Dec 19 2014,10:30p,Oklahoma City Thunder,104,Los Angeles Lakers,103,Box Score,,18997,STAPLES Center,
Sat Dec 20 2014,1:00p,Phoenix Suns,99,New York Knicks,90,Box Score,,19812,Madison Square Garden (IV),
Sat Dec 20 2014,7:00p,Utah Jazz,86,Charlotte Hornets,104,Box Score,,17384,Time Warner Cable Arena,
Sat Dec 20 2014,7:00p,Portland Trail Blazers,114,New Orleans Pelicans,88,Box Score,,16079,Smoothie King Center,
Sat Dec 20 2014,8:00p,Atlanta Hawks,104,Houston Rockets,97,Box Score,,16998,Toyota Center,
Sat Dec 20 2014,8:30p,San Antonio Spurs,93,Dallas Mavericks,99,Box Score,,20504,American Airlines Center,
Sat Dec 20 2014,9:00p,Indiana Pacers,73,Denver Nuggets,76,Box Score,,14125,Pepsi Center,
Sat Dec 20 2014,10:30p,Milwaukee Bucks,102,Los Angeles Clippers,106,Box Score,,19060,STAPLES Center,
Sun Dec 21 2014,3:30p,New York Knicks,108,Toronto Raptors,118,Box Score,,19800,Air Canada Centre,
Sun Dec 21 2014,4:30p,Memphis Grizzlies,91,Cleveland Cavaliers,105,Box Score,,20562,Quicken Loans Arena,
Sun Dec 21 2014,6:00p,Detroit Pistons,105,Brooklyn Nets,110,Box Score,,17732,Barclays Center,
Sun Dec 21 2014,6:00p,Boston Celtics,84,Miami Heat,100,Box Score,,19720,AmericanAirlines Arena,
Sun Dec 21 2014,6:00p,Philadelphia 76ers,96,Orlando Magic,88,Box Score,,15682,Amway Center,
Sun Dec 21 2014,6:00p,Los Angeles Lakers,101,Sacramento Kings,108,Box Score,,17317,Sleep Train Arena,
Sun Dec 21 2014,6:00p,Phoenix Suns,104,Washington Wizards,92,Box Score,,18207,Verizon Center,
Sun Dec 21 2014,7:00p,Indiana Pacers,100,Minnesota Timberwolves,96,Box Score,,12687,Target Center,
Sun Dec 21 2014,7:00p,New Orleans Pelicans,101,Oklahoma City Thunder,99,Box Score,,18203,Chesapeake Energy Arena,
Mon Dec 22 2014,7:00p,Denver Nuggets,82,Charlotte Hornets,110,Box Score,,16913,Time Warner Cable Arena,
Mon Dec 22 2014,8:00p,Toronto Raptors,120,Chicago Bulls,129,Box Score,,21846,United Center,
Mon Dec 22 2014,8:00p,Portland Trail Blazers,95,Houston Rockets,110,Box Score,,18316,Toyota Center,
Mon Dec 22 2014,8:00p,Utah Jazz,97,Memphis Grizzlies,91,Box Score,,16991,FedEx Forum,
Mon Dec 22 2014,8:30p,Atlanta Hawks,105,Dallas Mavericks,102,Box Score,,20339,American Airlines Center,
Mon Dec 22 2014,8:30p,Los Angeles Clippers,118,San Antonio Spurs,125,Box Score,,18581,AT&T Center,
Mon Dec 22 2014,10:30p,Sacramento Kings,108,Golden State Warriors,128,Box Score,,19596,Oracle Arena,
Tue Dec 23 2014,7:00p,Minnesota Timberwolves,104,Cleveland Cavaliers,125,Box Score,,20562,Quicken Loans Arena,
Tue Dec 23 2014,7:00p,New Orleans Pelicans,84,Indiana Pacers,96,Box Score,,17336,Bankers Life Fieldhouse,
Tue Dec 23 2014,7:00p,Boston Celtics,95,Orlando Magic,100,Box Score,,17489,Amway Center,
Tue Dec 23 2014,7:00p,Chicago Bulls,99,Washington Wizards,91,Box Score,,20356,Verizon Center,
Tue Dec 23 2014,7:30p,Los Angeles Clippers,104,Atlanta Hawks,107,Box Score,,19191,Philips Arena,
Tue Dec 23 2014,7:30p,Denver Nuggets,96,Brooklyn Nets,102,Box Score,,17080,Barclays Center,
Tue Dec 23 2014,7:30p,Philadelphia 76ers,91,Miami Heat,87,Box Score,,19600,AmericanAirlines Arena,
Tue Dec 23 2014,8:00p,Charlotte Hornets,108,Milwaukee Bucks,101,Box Score,,14653,BMO Harris Bradley Center,
Tue Dec 23 2014,8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,111,Box Score,OT,18203,Chesapeake Energy Arena,
Tue Dec 23 2014,9:00p,Dallas Mavericks,115,Phoenix Suns,124,Box Score,,18055,US Airways Center,
Tue Dec 23 2014,10:30p,Golden State Warriors,105,Los Angeles Lakers,115,Box Score,,18997,STAPLES Center,
Thu Dec 25 2014,12:00p,Washington Wizards,102,New York Knicks,91,Box Score,,19812,Madison Square Garden (IV),
Thu Dec 25 2014,2:30p,Oklahoma City Thunder,114,San Antonio Spurs,106,Box Score,,18581,AT&T Center,
Thu Dec 25 2014,5:00p,Cleveland Cavaliers,91,Miami Heat,101,Box Score,,19817,AmericanAirlines Arena,
Thu Dec 25 2014,8:00p,Los Angeles Lakers,93,Chicago Bulls,113,Box Score,,22865,United Center,
Thu Dec 25 2014,10:30p,Golden State Warriors,86,Los Angeles Clippers,100,Box Score,,19540,STAPLES Center,
Fri Dec 26 2014,1:00p,Brooklyn Nets,109,Boston Celtics,107,Box Score,,18624,TD Garden,
Fri Dec 26 2014,7:00p,Cleveland Cavaliers,98,Orlando Magic,89,Box Score,,18846,Amway Center,
Fri Dec 26 2014,7:30p,Milwaukee Bucks,107,Atlanta Hawks,77,Box Score,,19016,Philips Arena,
Fri Dec 26 2014,7:30p,Indiana Pacers,109,Detroit Pistons,119,Box Score,,13408,The Palace of Auburn Hills,
Fri Dec 26 2014,8:00p,Houston Rockets,117,Memphis Grizzlies,111,Box Score,OT,18119,FedEx Forum,
Fri Dec 26 2014,8:00p,San Antonio Spurs,90,New Orleans Pelicans,97,Box Score,,18376,Smoothie King Center,
Fri Dec 26 2014,8:00p,Charlotte Hornets,75,Oklahoma City Thunder,98,Box Score,,18203,Chesapeake Energy Arena,
Fri Dec 26 2014,8:30p,Los Angeles Lakers,98,Dallas Mavericks,102,Box Score,,20424,American Airlines Center,
Fri Dec 26 2014,9:00p,Minnesota Timberwolves,102,Denver Nuggets,106,Box Score,,14516,Pepsi Center,
Fri Dec 26 2014,10:00p,Philadelphia 76ers,93,Portland Trail Blazers,114,Box Score,,19972,Moda Center,
Fri Dec 26 2014,10:00p,Phoenix Suns,115,Sacramento Kings,106,Box Score,,17317,Sleep Train Arena,
Sat Dec 27 2014,3:30p,Toronto Raptors,110,Los Angeles Clippers,98,Box Score,,19335,STAPLES Center,
Sat Dec 27 2014,7:00p,Orlando Magic,102,Charlotte Hornets,94,Box Score,,19085,Time Warner Cable Arena,
Sat Dec 27 2014,7:00p,Boston Celtics,88,Washington Wizards,101,Box Score,,20356,Verizon Center,
Sat Dec 27 2014,7:30p,Memphis Grizzlies,103,Miami Heat,95,Box Score,,19744,AmericanAirlines Arena,
Sat Dec 27 2014,8:00p,Indiana Pacers,110,Brooklyn Nets,85,Box Score,,17732,Barclays Center,
Sat Dec 27 2014,8:00p,New Orleans Pelicans,100,Chicago Bulls,107,Box Score,,21935,United Center,
Sat Dec 27 2014,8:30p,Atlanta Hawks,90,Milwaukee Bucks,85,Box Score,,16788,BMO Harris Bradley Center,
Sat Dec 27 2014,9:00p,Philadelphia 76ers,71,Utah Jazz,88,Box Score,,18890,EnergySolutions Arena,
Sat Dec 27 2014,10:00p,New York Knicks,129,Sacramento Kings,135,Box Score,OT,17317,Sleep Train Arena,
Sat Dec 27 2014,10:30p,Minnesota Timberwolves,97,Golden State Warriors,110,Box Score,,19596,Oracle Arena,
Sun Dec 28 2014,4:30p,Detroit Pistons,103,Cleveland Cavaliers,80,Box Score,,20562,Quicken Loans Arena,
Sun Dec 28 2014,7:00p,Houston Rockets,106,San Antonio Spurs,110,Box Score,,18581,AT&T Center,
Sun Dec 28 2014,7:30p,Oklahoma City Thunder,107,Dallas Mavericks,112,Box Score,,20417,American Airlines Center,
Sun Dec 28 2014,9:00p,Toronto Raptors,116,Denver Nuggets,102,Box Score,,14216,Pepsi Center,
Sun Dec 28 2014,9:00p,New York Knicks,79,Portland Trail Blazers,101,Box Score,,19800,Moda Center,
Sun Dec 28 2014,9:30p,Phoenix Suns,116,Los Angeles Lakers,107,Box Score,,18997,STAPLES Center,
Mon Dec 29 2014,7:00p,Milwaukee Bucks,104,Charlotte Hornets,94,Box Score,OT,17430,Time Warner Cable Arena,
Mon Dec 29 2014,7:00p,Chicago Bulls,92,Indiana Pacers,90,Box Score,,18165,Bankers Life Fieldhouse,
Mon Dec 29 2014,7:30p,Sacramento Kings,99,Brooklyn Nets,107,Box Score,,17732,Barclays Center,
Mon Dec 29 2014,7:30p,Orlando Magic,102,Miami Heat,101,Box Score,,19887,AmericanAirlines Arena,
Mon Dec 29 2014,8:00p,Washington Wizards,104,Houston Rockets,103,Box Score,,18322,Toyota Center,
Mon Dec 29 2014,10:30p,Utah Jazz,97,Los Angeles Clippers,101,Box Score,,19060,STAPLES Center,
Tue Dec 30 2014,7:00p,Detroit Pistons,109,Orlando Magic,86,Box Score,,17414,Amway Center,
Tue Dec 30 2014,7:30p,Cleveland Cavaliers,101,Atlanta Hawks,109,Box Score,,19215,Philips Arena,
Tue Dec 30 2014,8:00p,Brooklyn Nets,96,Chicago Bulls,82,Box Score,,22032,United Center,
Tue Dec 30 2014,8:00p,San Antonio Spurs,87,Memphis Grizzlies,95,Box Score,,18119,FedEx Forum,
Tue Dec 30 2014,8:00p,Phoenix Suns,106,New Orleans Pelicans,110,Box Score,,16364,Smoothie King Center,
